requirement_id,classification,conformance_level,original_mvp_status,original_implementation_slice,requirement_title,requirement_summary,current_mvp_assessment,current_mvp_implemented_content,current_mvp_score_10,current_mvp_gap_and_next_work,current_mvp_evidence_refs,fp_workstream_codes,fp_implementation_summary,fp_mapping_basis,original_trace_notes,current_repo_verification_basis,planned_evidence_refs,recommended_conformance_level,review_resolution_notes
SH-DOG-003,Core,Standard,included,mvp-01,Starter Contamination Test,Starter Contamination Test: Starter promotion must require contamination scan and validation.,implemented_mvp_slice,하네스 자체 contract/integration/eval tests와 starter contamination validation을 구현함.,8,"Final product 수준의 자동화, 확장성, 고무결성 보강은 남아 있지만 MVP slice는 동작함.",tests/*; src/standard_harness/starter/contamination.py,FP-00;FP-13,"Final-product implemented coverage: FP-00: implemented conformance-slice mapping, trace coverage baseline, and slice-level requirement coverage controls | FP-13: implemented final conformance reporting, inheritance traceability, docs command inventory, self-improvement lifecycle, and release-readiness documentation",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-00: docs/implementation/standard-harness-final-product-conformance-slices-v1.md; tests/contract/test_conformance_trace_coverage.py | FP-13: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md; src/standard_harness/self_improvement/friction.py; src/standard_harness/self_improvement/proposals.py; src/standard_harness/docsops/command_inventory.py; tests/contract/test_self_improvement_lifecycle.py; tests/contract/test_inheritance_traceability_matrix.py; tests/contract/test_docs_command_inventory.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-00: docs/implementation/standard-harness-final-product-conformance-slices-v1.md; tests/contract/test_conformance_trace_coverage.py | FP-13: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md; src/standard_harness/self_improvement/friction.py; src/standard_harness/self_improvement/proposals.py; src/standard_harness/docsops/command_inventory.py; tests/contract/test_self_improvement_lifecycle.py; tests/contract/test_inheritance_traceability_matrix.py; tests/contract/test_docs_command_inventory.py,Standard,Final-product implementation completed for FP-00;FP-13. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-DOG-004,Core,Standard,included,mvp-01,Starter Payload Boundary and Promotion Manifest,"Starter Payload Boundary and Promotion Manifest: Starter promotion must be governed by a payload manifest that identifies allowed files, excluded files, generated artifacts, project-specific artifacts, managed template artifacts, plugin metadata, skills, runtime rules, and validation evidence.",implemented_mvp_slice,하네스 자체 contract/integration/eval tests와 starter contamination validation을 구현함.,8,"Final product 수준의 자동화, 확장성, 고무결성 보강은 남아 있지만 MVP slice는 동작함.",tests/*; src/standard_harness/starter/contamination.py,FP-00;FP-13,"Final-product implemented coverage: FP-00: implemented conformance-slice mapping, trace coverage baseline, and slice-level requirement coverage controls | FP-13: implemented final conformance reporting, inheritance traceability, docs command inventory, self-improvement lifecycle, and release-readiness documentation",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-00: docs/implementation/standard-harness-final-product-conformance-slices-v1.md; tests/contract/test_conformance_trace_coverage.py | FP-13: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md; src/standard_harness/self_improvement/friction.py; src/standard_harness/self_improvement/proposals.py; src/standard_harness/docsops/command_inventory.py; tests/contract/test_self_improvement_lifecycle.py; tests/contract/test_inheritance_traceability_matrix.py; tests/contract/test_docs_command_inventory.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-00: docs/implementation/standard-harness-final-product-conformance-slices-v1.md; tests/contract/test_conformance_trace_coverage.py | FP-13: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md; src/standard_harness/self_improvement/friction.py; src/standard_harness/self_improvement/proposals.py; src/standard_harness/docsops/command_inventory.py; tests/contract/test_self_improvement_lifecycle.py; tests/contract/test_inheritance_traceability_matrix.py; tests/contract/test_docs_command_inventory.py,Standard,Final-product implementation completed for FP-00;FP-13. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-EVAL-001,Core,Standard,included,mvp-01,Behavioral Agent Workflow Evals,Behavioral Agent Workflow Evals: The harness must maintain behavioral evals for LLM and workflow failure modes that are not covered by ordinary unit or contract tests.,implemented_mvp_slice,"false completion, missing evidence, integrity hardening eval tests를 구현함.",8,"Final product 수준의 자동화, 확장성, 고무결성 보강은 남아 있지만 MVP slice는 동작함.",tests/evals/*,FP-13,"Final-product implemented coverage: FP-13: implemented final conformance reporting, inheritance traceability, docs command inventory, self-improvement lifecycle, and release-readiness documentation",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-13: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md; src/standard_harness/self_improvement/friction.py; src/standard_harness/self_improvement/proposals.py; src/standard_harness/docsops/command_inventory.py; tests/contract/test_self_improvement_lifecycle.py; tests/contract/test_inheritance_traceability_matrix.py; tests/contract/test_docs_command_inventory.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-13: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md; src/standard_harness/self_improvement/friction.py; src/standard_harness/self_improvement/proposals.py; src/standard_harness/docsops/command_inventory.py; tests/contract/test_self_improvement_lifecycle.py; tests/contract/test_inheritance_traceability_matrix.py; tests/contract/test_docs_command_inventory.py,Standard,Final-product implementation completed for FP-13. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-PROFILE-001,Core,unmapped_review_required,not_staged_for_mvp,,Domain-Neutral Core,Domain-Neutral Core: The harness core must remain domain-neutral.,not_implemented_in_mvp,MVP에는 modular profile system이 없음.,0,현재 MVP 구현 없음. FP 계획에서 별도 구현 필요.,,FP-09,"Final-product implemented coverage: FP-09: implemented policy bundles, dependency intake, security/privacy/IP governance, waiver lifecycle, and domain profiles",requirement prefix capability mapping,Not assigned in grouped conformance map; must be classified before implementation planning.,Current repository final-product implementation evidence: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py,Standard/Advanced by active profile,Resolved for planning report: original trace conformance_level is unmapped_review_required; recommended_conformance_level=Standard/Advanced by active profile; fp_workstream_codes=FP-09; final implementation evidence has been recorded in planned_evidence_refs/current_repo_verification_basis. Final-product implementation completed for FP-09. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-PROFILE-002,Extension,Advanced,deferred,post-mvp,Modular Profiles,"Modular Profiles: The harness must support modular profiles for domains such as web, mobile, data, finance, and security-sensitive projects.",deferred_from_mvp,MVP에는 modular profile system이 없음.,1,MVP에서는 의도적으로 제외됨. FP workstream에서 구현 필요.,,FP-09,"Final-product implemented coverage: FP-09: implemented policy bundles, dependency intake, security/privacy/IP governance, waiver lifecycle, and domain profiles",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py,Advanced,Final-product implementation completed for FP-09. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-PROFILE-003,Extension,Advanced,deferred,post-mvp,Profile Extensions,"Profile Extensions: Profiles may add or strengthen policy, gates, validators, evidence requirements, skill policy, test strategy, and review checklist.",deferred_from_mvp,MVP에는 modular profile system이 없음.,1,MVP에서는 의도적으로 제외됨. FP workstream에서 구현 필요.,,FP-09,"Final-product implemented coverage: FP-09: implemented policy bundles, dependency intake, security/privacy/IP governance, waiver lifecycle, and domain profiles",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py,Advanced,Final-product implementation completed for FP-09. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-PROFILE-004,Core,unmapped_review_required,not_staged_for_mvp,,No Profile Bypass,No Profile Bypass: Profiles must not bypass core packet/evidence/gate/closeout rules.,not_implemented_in_mvp,MVP에는 modular profile system이 없음.,0,현재 MVP 구현 없음. FP 계획에서 별도 구현 필요.,,FP-09,"Final-product implemented coverage: FP-09: implemented policy bundles, dependency intake, security/privacy/IP governance, waiver lifecycle, and domain profiles",requirement prefix capability mapping,Not assigned in grouped conformance map; must be classified before implementation planning.,Current repository final-product implementation evidence: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py,Standard/Advanced by active profile,Resolved for planning report: original trace conformance_level is unmapped_review_required; recommended_conformance_level=Standard/Advanced by active profile; fp_workstream_codes=FP-09; final implementation evidence has been recorded in planned_evidence_refs/current_repo_verification_basis. Final-product implementation completed for FP-09. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-PROFILE-005,Core,Advanced,not_staged_for_mvp,,Profile Conflict Detection,Profile Conflict Detection: Multiple active profiles must be checked for policy conflicts.,not_implemented_in_mvp,MVP에는 modular profile system이 없음.,0,현재 MVP 구현 없음. FP 계획에서 별도 구현 필요.,,FP-09,"Final-product implemented coverage: FP-09: implemented policy bundles, dependency intake, security/privacy/IP governance, waiver lifecycle, and domain profiles",exact capability override,,Current repository final-product implementation evidence: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py,Advanced,Final-product implementation completed for FP-09. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-DATA-001,Extension,Advanced,deferred,post-mvp,"Data, BI, and Finance Profile Contract","Data, BI, and Finance Profile Contract: Data, BI, and finance domain profiles must define lineage, reconciliation, metric definition, grain, source mapping, data quality, SQL review boundary, aggregation correctness, and report tie-out evidence requirements.",deferred_from_mvp,MVP에는 data/BI/finance profile enforcement가 없음.,1,MVP에서는 의도적으로 제외됨. FP workstream에서 구현 필요.,,FP-09;FP-09C,"Final-product implemented coverage: FP-09: implemented policy bundles, dependency intake, security/privacy/IP governance, waiver lifecycle, and domain profiles | FP-09C: implemented threat model baseline and release/security policy controls",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | FP-09C: src/standard_harness/security/threat_model.py; src/standard_harness/policy/release.py; tests/contract/test_security_review_gate.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-09: src/standard_harness/policy/bundles.py; src/standard_harness/policy/dependency.py; src/standard_harness/policy/profiles.py; src/standard_harness/policy/risk.py; src/standard_harness/policy/release.py; src/standard_harness/security/privacy.py; src/standard_harness/security/redaction.py; src/standard_harness/security/ip_license.py; src/standard_harness/waivers/lifecycle.py; tests/contract/test_policy_bundle_profile.py; tests/contract/test_dependency_intake_policy.py; tests/contract/test_security_privacy_ip_policy.py; tests/contract/test_waiver_lifecycle.py | FP-09C: src/standard_harness/security/threat_model.py; src/standard_harness/policy/release.py; tests/contract/test_security_review_gate.py,Advanced,"FP-09C closure: Data/BI/Finance profile evidence for lineage, reconciliation, metric definition, grain, source mapping, data quality, SQL review, aggregation correctness, and tie-out required. Final-product implementation completed for FP-09;FP-09C. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval."
SH-OPS-001,Core,Kernel,included,mvp-01,Harness Overhead Budget,Harness Overhead Budget: The harness must track operational overhead so that the quality system does not become an unmanaged project bottleneck.,partial_mvp_slice,low-risk local CLI workflow와 JSON diagnostics로 운영 부담을 낮춘 MVP path를 구현함. 비용 추적은 미구현임.,5,"MVP는 최소 slice만 구현함. 자동화, review bundle, 정책, source-range, project-level coverage 등 남은 범위를 FP 계획에서 보강해야 함.",README.md; src/standard_harness/cli/main.py,FP-10,"Final-product implemented coverage: FP-10: implemented PMO projections, cost tracking, dashboard read model, operational memory, and human-control snapshot",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-10: src/standard_harness/pmo/projections.py; src/standard_harness/pmo/cost.py; src/standard_harness/dashboard/read_model.py; src/standard_harness/memory/operational.py; src/standard_harness/memory/human_control_snapshot.py; tests/contract/test_pmo_projection.py; tests/contract/test_cost_tracking.py; tests/contract/test_operational_memory.py; tests/contract/test_human_control_snapshot.py; tests/integration/test_dashboard_read_model.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-10: src/standard_harness/pmo/projections.py; src/standard_harness/pmo/cost.py; src/standard_harness/dashboard/read_model.py; src/standard_harness/memory/operational.py; src/standard_harness/memory/human_control_snapshot.py; tests/contract/test_pmo_projection.py; tests/contract/test_cost_tracking.py; tests/contract/test_operational_memory.py; tests/contract/test_human_control_snapshot.py; tests/integration/test_dashboard_read_model.py,Kernel,Final-product implementation completed for FP-10. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-OPS-002,Core,Kernel,included,mvp-01,Risk-Tiered Lightweight Workflow,"Risk-Tiered Lightweight Workflow: The harness must support lightweight packet workflows, batched reports, report-on-change behavior, and risk-tiered evidence minimums for low-risk work while preserving core traceability and completion controls.",partial_mvp_slice,low-risk local CLI workflow와 JSON diagnostics로 운영 부담을 낮춘 MVP path를 구현함. 비용 추적은 미구현임.,5,"MVP는 최소 slice만 구현함. 자동화, review bundle, 정책, source-range, project-level coverage 등 남은 범위를 FP 계획에서 보강해야 함.",README.md; src/standard_harness/cli/main.py,FP-10,"Final-product implemented coverage: FP-10: implemented PMO projections, cost tracking, dashboard read model, operational memory, and human-control snapshot",requirement prefix capability mapping,,Current repository final-product implementation evidence: FP-10: src/standard_harness/pmo/projections.py; src/standard_harness/pmo/cost.py; src/standard_harness/dashboard/read_model.py; src/standard_harness/memory/operational.py; src/standard_harness/memory/human_control_snapshot.py; tests/contract/test_pmo_projection.py; tests/contract/test_cost_tracking.py; tests/contract/test_operational_memory.py; tests/contract/test_human_control_snapshot.py; tests/integration/test_dashboard_read_model.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-10: src/standard_harness/pmo/projections.py; src/standard_harness/pmo/cost.py; src/standard_harness/dashboard/read_model.py; src/standard_harness/memory/operational.py; src/standard_harness/memory/human_control_snapshot.py; tests/contract/test_pmo_projection.py; tests/contract/test_cost_tracking.py; tests/contract/test_operational_memory.py; tests/contract/test_human_control_snapshot.py; tests/integration/test_dashboard_read_model.py,Kernel,Final-product implementation completed for FP-10. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
SH-OPS-003,Core,unmapped_review_required,not_staged_for_mvp,,LLM and Tool Cost Usage Budget,"LLM and Tool Cost Usage Budget: The harness must track and report operational cost signals for LLM calls, context size, token use when available, tool runs, browser/device runs, review executions, retries, and generated report churn.",not_implemented_or_document_only_in_mvp,low-risk local CLI workflow와 JSON diagnostics로 운영 부담을 낮춘 MVP path를 구현함. 비용 추적은 미구현임.,1,MVP에서는 직접 구현되지 않았거나 문서/경계 수준에 머묾. 구현 여부는 FP workstream에서 판단해야 함.,README.md; src/standard_harness/cli/main.py,FP-10,"Final-product implemented coverage: FP-10: implemented PMO projections, cost tracking, dashboard read model, operational memory, and human-control snapshot",exact capability override,Not assigned in grouped conformance map; must be classified before implementation planning.,Current repository final-product implementation evidence: FP-10: src/standard_harness/pmo/projections.py; src/standard_harness/pmo/cost.py; src/standard_harness/dashboard/read_model.py; src/standard_harness/memory/operational.py; src/standard_harness/memory/human_control_snapshot.py; tests/contract/test_pmo_projection.py; tests/contract/test_cost_tracking.py; tests/contract/test_operational_memory.py; tests/contract/test_human_control_snapshot.py; tests/integration/test_dashboard_read_model.py | Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. Release docs: docs/release/final-product-conformance-report-v1.md; docs/release/final-product-inheritance-traceability-matrix-v1.md; docs/release/final-product-docs-command-inventory-v1.md.,Implemented evidence refs: FP-10: src/standard_harness/pmo/projections.py; src/standard_harness/pmo/cost.py; src/standard_harness/dashboard/read_model.py; src/standard_harness/memory/operational.py; src/standard_harness/memory/human_control_snapshot.py; tests/contract/test_pmo_projection.py; tests/contract/test_cost_tracking.py; tests/contract/test_operational_memory.py; tests/contract/test_human_control_snapshot.py; tests/integration/test_dashboard_read_model.py,Standard,Resolved for planning report: original trace conformance_level is unmapped_review_required; recommended_conformance_level=Standard; fp_workstream_codes=FP-10; final implementation evidence has been recorded in planned_evidence_refs/current_repo_verification_basis. Final-product implementation completed for FP-10. Final-product verification: python -m unittest discover -s tests -> Ran 206 tests OK on main after merge commit 118fbf5. No v1.0.0 tag is recorded in this CSV update; formal release tagging remains gated by Human Owner approval.
